"Accepted Symbol","Synonym Symbol","Scientific Name","Family","Duration","Growth Habit","Native Status"
"LYCOP4","","Lycopus","Lamiaceae","","","L48(I,N)CAN(I,N)SPM(N)"
"LYAM","","Lycopus americanus","Lamiaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"LYAS","","Lycopus asper","Lamiaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"LYUN","","Lycopus uniflorus","Lamiaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)"
"LYUNU2","","Lycopus uniflorus var. uniflorus","Lamiaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)"
"LYCUR","","Lycurus","Poaceae","","","L48(N)"
"LYPH","","Lycurus phleoides","Poaceae","Perennial","Graminoid","L48(N)"
"LYSE3","","Lycurus setosus","Poaceae","Perennial","Graminoid","L48(N)"
"LYGOD","","Lygodesmia","Asteraceae","","","L48(N)CAN(N)"
"LYAR2","","Lygodesmia arizonica","Asteraceae","Perennial","Forb/herb","L48(N)"
"LYDO","","Lygodesmia doloresensis","Asteraceae","Perennial","Forb/herb","L48(N)"
"LYGR","","Lygodesmia grandiflora","Asteraceae","Perennial","Forb/herb","L48(N)"
"LYJU","","Lygodesmia juncea","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"LYSIM","","Lysimachia","Primulaceae","","","L48(I,N)CAN(I,N)SPM(N)"
"LYCI","","Lysimachia ciliata","Primulaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"LYNU","","Lysimachia nummularia","Primulaceae","Perennial","Forb/herb","L48(I)CAN(I)"
"LYTH2","","Lysimachia thyrsiflora","Primulaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"LYVU","","Lysimachia vulgaris","Primulaceae","Perennial","Forb/herb","L48(I)CAN(I)"
"LYTHR","","Lythrum","Lythraceae","","","L48(I,N)CAN(I,N)SPM(I)"
"LYAL4","","Lythrum alatum","Lythraceae","Perennial","Forb/herb, Subshrub","L48(N)CAN(N)"
"LYALA4","","Lythrum alatum var. alatum","Lythraceae","Perennial","Forb/herb, Subshrub","L48(N)CAN(N)"
"LYSA2","","Lythrum salicaria","Lythraceae","Perennial","Subshrub, Forb/herb","L48(I)CAN(I)SPM(I)"
"MACHA","","Machaeranthera","Asteraceae","","","L48(N)CAN(N)"
"MABI","","Machaeranthera bigelovii","Asteraceae","Biennial, Perennial","Forb/herb","L48(N)"
"MABIB","","Machaeranthera bigelovii var. bigelovii","Asteraceae","Biennial, Perennial","Forb/herb","L48(N)"
"MABIC","","Machaeranthera bigelovii var. commixta","Asteraceae","Perennial","Forb/herb","L48(N)"
"MACA2","","Machaeranthera canescens","Asteraceae","Annual, Biennial, Perennial","Forb/herb","L48(N)CAN(N)"
"MACAC","","Machaeranthera canescens ssp. canescens","Asteraceae","Annual, Biennial, Perennial","Forb/herb","L48(N)CAN(N)"
"MACAA","","Machaeranthera canescens ssp. canescens var. ambigua","Asteraceae","Annual, Biennial, Perennial","Forb/herb","L48(N)"
"MACAC3","","Machaeranthera canescens ssp. canescens var. canescens","Asteraceae","Annual, Perennial, Biennial","Forb/herb","L48(N)CAN(N)"
"MACAG","","Machaeranthera canescens ssp. glabra","Asteraceae","Annual, Biennial, Perennial","Forb/herb","L48(N)"
"MACAA2","","Machaeranthera canescens ssp. glabra var. aristata","Asteraceae","Perennial, Biennial, AN","Forb/herb","L48(N)"
"MACAG2","","Machaeranthera canescens ssp. glabra var. glabra","Asteraceae","Perennial, Biennial, AN","Forb/herb","L48(N)"
"MACO13","","Machaeranthera coloradoensis","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)"
"MACOB","","Machaeranthera coloradoensis var. brandegeei","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"MACOC","","Machaeranthera coloradoensis var. coloradoensis","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)"
"MAGR10","","Machaeranthera gracilis","Asteraceae","Annual","Forb/herb","L48(N)"
"MAGR2","","Machaeranthera grindelioides","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"MAGRG","","Machaeranthera grindelioides var. grindelioides","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)CAN(N)"
"MAPA","","Machaeranthera parviflora","Asteraceae","Annual","Forb/herb","L48(N)"
"MAPI","","Machaeranthera pinnatifida","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"MAPIG","","Machaeranthera pinnatifida ssp. gooddingii","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)"
"MAPIP3","","Machaeranthera pinnatifida ssp. gooddingii var. paradoxa","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)"
"MAPIP","","Machaeranthera pinnatifida ssp. pinnatifida","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)CAN(N)"
"MAPIG3","","Machaeranthera pinnatifida ssp. pinnatifida var. glaberrima","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)"
"MAPIP4","","Machaeranthera pinnatifida ssp. pinnatifida var. pinnatifida","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"MATA2","","Machaeranthera tanacetifolia","Asteraceae","Annual, Biennial","Forb/herb","L48(N)CAN(N)"
"MACLU","","Maclura","Moraceae","","","L48(N)CAN(I)"
"MAPO","","Maclura pomifera","Moraceae","Perennial","Tree, Shrub","L48(N)CAN(I)"
"MADIA","","Madia","Asteraceae","","","L48(N)CAN(I,N)"
"MAGL2","","Madia glomerata","Asteraceae","Annual","Forb/herb","L48(N)AK(I)CAN(N)"
"MAHON","","Mahonia","Berberidaceae","","","L48(I,N)CAN(N)"
"MAFR3","","Mahonia fremontii","Berberidaceae","Perennial","Shrub","L48(N)"
"MAHA4","","Mahonia haematocarpa","Berberidaceae","Perennial","Shrub","L48(N)"
"MARE11","","Mahonia repens","Berberidaceae","Perennial","Subshrub, Shrub","L48(N)CAN(N)"
"MAIAN","","Maianthemum","Liliaceae","","","L48(N)CAN(N)SPM(N)"
"MARA7","","Maianthemum racemosum","Liliaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"MARAA","","Maianthemum racemosum ssp. amplexicaule","Liliaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"MAST4","","Maianthemum stellatum","Liliaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)"
"MALAC3","","Malacothrix","Asteraceae","","","L48(N)"
"MASO","","Malacothrix sonchoides","Asteraceae","Annual","Forb/herb","L48(N)"
"MATO2","","Malacothrix torreyi","Asteraceae","Annual","Forb/herb","L48(N)"
"MALAX","","Malaxis","Orchidaceae","","","L48(N)CAN(N)SPM(N)"
"MABR5","","Malaxis brachypoda","Orchidaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"MALCO2","","Malcolmia","Brassicaceae","","","L48(I)CAN(I)"
"MAAF","","Malcolmia africana","Brassicaceae","Annual","Forb/herb","L48(I)CAN(I)"
"MALUS","","Malus","Rosaceae","","","L48(I,N)CAN(I,N)SPM(I)"
"MAPU","","Malus pumila","Rosaceae","Perennial","Tree","L48(I)CAN(I)SPM(I)"
"MALVA","","Malva","Malvaceae","","","L48(I)CAN(I)"
"MANE","","Malva neglecta","Malvaceae","Annual, Biennial, Perennial","Forb/herb","L48(I)AK(I)HI(I)CAN(I)"
"MAPA5","","Malva parviflora","Malvaceae","Annual, Biennial, Perennial","Forb/herb","L48(I)HI(I)CAN(I)"
"MASY","","Malva sylvestris","Malvaceae","Annual, Biennial, Perennial","Forb/herb","L48(I)CAN(I)"
"MAVE","","Malva verticillata","Malvaceae","Annual","Forb/herb","L48(I)CAN(I)"
"MALVE","","Malvella","Malvaceae","","","L48(N)"
"MALE3","","Malvella leprosa","Malvaceae","Perennial","Forb/herb","L48(N)"
"MASA3","","Malvella sagittifolia","Malvaceae","Perennial","Forb/herb","L48(N)"
"MAMMI","","Mammillaria","Cactaceae","","","L48(N)"
"MAHE2","","Mammillaria heyderi","Cactaceae","Perennial","Shrub","L48(N)"
"MAHEH2","","Mammillaria heyderi var. heyderi","Cactaceae","Perennial","Shrub","L48(N)"
"MARRU","","Marrubium","Lamiaceae","","","L48(I)CAN(I)"
"MAVU","","Marrubium vulgare","Lamiaceae","Perennial","Subshrub, Forb/herb","L48(I)AK(I)HI(I)CAN(I)"
"MARSI","","Marsilea","Marsileaceae","","","L48(I,N)CAN(N)"
"MAVE2","","Marsilea vestita","Marsileaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"MATRI","","Matricaria","Asteraceae","","","L48(I,N)CAN(I)GL(I)SPM(I)"
"MADI6","","Matricaria discoidea","Asteraceae","Annual","Forb/herb","L48(I)AK(I)CAN(I)GL(I)SPM(I)"
"MEDIC","","Medicago","Fabaceae","","","L48(I)CAN(I)GL(I)SPM(I)"
"MELU","","Medicago lupulina","Fabaceae","Annual, Perennial","Forb/herb","L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I)"
"MESA","","Medicago sativa","Fabaceae","Annual, Perennial","Forb/herb","L48(I)AK(I)HI(I)PR(I)VI(I)CAN(I)"
"MESAS","","Medicago sativa ssp. sativa","Fabaceae","Perennial, AN","Forb/herb","L48(I)AK(I)HI(I)PR(I)VI(I)CAN(I)"
"MELAM","","Melampodium","Asteraceae","","","L48(I,N)"
"MELE2","","Melampodium leucanthum","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"MELIC","","Melica","Poaceae","","","L48(I,N)CAN(N,W)"
"MEBU","","Melica bulbosa","Poaceae","Perennial","Graminoid","L48(N)CAN(N)"
"MENI","","Melica nitens","Poaceae","Perennial","Graminoid","L48(N)"
"MEPO","","Melica porteri","Poaceae","Perennial","Graminoid","L48(N)"
"MEPOP5","","Melica porteri var. porteri","Poaceae","Perennial","Graminoid","L48(N)"
"MESP","","Melica spectabilis","Poaceae","Perennial","Graminoid","L48(N)CAN(N)"
"MESU","","Melica subulata","Poaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"MESUS","","Melica subulata var. subulata","Poaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"MELIL","","Melilotus","Fabaceae","","","L48(I)CAN(I)GL(I)SPM(I)"
"MEOF","","Melilotus officinalis","Fabaceae","Annual, Biennial, Perennial","Forb/herb","L48(I)AK(I)HI(I)PR(I)CAN(I)GL(I)SPM(I)"
"MENOD","","Menodora","Oleaceae","","","L48(N)"
"MESC","","Menodora scabra","Oleaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"MENTH","","Mentha","Lamiaceae","","","L48(I,N)CAN(I,N)SPM(N)"
"MEPI","","Mentha ×piperita","Lamiaceae","Perennial","Forb/herb","L48(N)AK(I)PR(N)CAN(N)"
"MEAR4","","Mentha arvensis","Lamiaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)"
"MESP3","","Mentha spicata","Lamiaceae","Perennial","Forb/herb","L48(I)AK(I)HI(I)CAN(I)"
"MENTZ","","Mentzelia","Loasaceae","","","L48(N)CAN(N)"
"MEAL6","","Mentzelia albicaulis","Loasaceae","Annual","Forb/herb","L48(N)CAN(N)"
"MEAR5","","Mentzelia argillosa","Loasaceae","Perennial","Forb/herb","L48(N)"
"MECH","","Mentzelia chrysantha","Loasaceae","Biennial","Forb/herb","L48(N)"
"MECR4","","Mentzelia cronquistii","Loasaceae","Perennial","Forb/herb","L48(N)"
"MEDE2","","Mentzelia decapetala","Loasaceae","Biennial, Perennial","Forb/herb","L48(N)CAN(N)"
"MEDE3","","Mentzelia densa","Loasaceae","Perennial","Forb/herb","L48(N)"
"MEDI","","Mentzelia dispersa","Loasaceae","Annual","Forb/herb","L48(N)CAN(N)"
"MEDIC2","","Mentzelia dispersa var. compacta","Loasaceae","Annual","Forb/herb","L48(N)"
"MEDID","","Mentzelia dispersa var. dispersa","Loasaceae","Annual","Forb/herb","L48(N)CAN(N)"
"MEDIL","","Mentzelia dispersa var. latifolia","Loasaceae","Annual","Forb/herb","L48(N)"
"MEHU","","Mentzelia humilis","Loasaceae","Annual, Perennial","Forb/herb","L48(N)"
"MEHUH","","Mentzelia humilis var. humilis","Loasaceae","Perennial, AN","Forb/herb","L48(N)"
"MELA","","Mentzelia laciniata","Loasaceae","Perennial","Forb/herb","L48(N)"
"MELA2","","Mentzelia laevicaulis","Loasaceae","Biennial, Perennial","Forb/herb","L48(N)CAN(N)"
"MELAL3","","Mentzelia laevicaulis var. laevicaulis","Loasaceae","Biennial, Perennial","Forb/herb","L48(N)CAN(N)"
"MEMA5","","Mentzelia marginata","Loasaceae","Perennial","Forb/herb","L48(N)"
"MEMO4","","Mentzelia montana","Loasaceae","Annual","Forb/herb","L48(N)"
"MEMU2","","Mentzelia multicaulis","Loasaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"MEMUM","","Mentzelia multicaulis var. multicaulis","Loasaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"MEMUU","","Mentzelia multicaulis var. uintahensis","Loasaceae","Perennial","Subshrub","L48(N)"
"MEMU3","","Mentzelia multiflora","Loasaceae","Biennial, Perennial","Forb/herb","L48(N)"
"MEMUM2","","Mentzelia multiflora var. multiflora","Loasaceae","Biennial, Perennial","Forb/herb","L48(N)"
"MENU","","Mentzelia nuda","Loasaceae","Perennial, Biennial","Forb/herb","L48(N)"
"MENUN","","Mentzelia nuda var. nuda","Loasaceae","Biennial, Perennial","Forb/herb","L48(N)"
"MENUS","","Mentzelia nuda var. stricta","Loasaceae","Perennial, Biennial","Forb/herb","L48(N)"
"MEOL","","Mentzelia oligosperma","Loasaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"MEPT","","Mentzelia pterosperma","Loasaceae","Biennial, Perennial","Forb/herb","L48(N)"
"MEPU3","","Mentzelia pumila","Loasaceae","Biennial","Forb/herb","L48(N)"
"MEPUP","","Mentzelia pumila var. pumila","Loasaceae","Biennial","Forb/herb","L48(N)"
"MERE2","","Mentzelia reverchonii","Loasaceae","Perennial","Forb/herb","L48(N)"
"MERU","","Mentzelia rusbyi","Loasaceae","Biennial, Perennial","Forb/herb","L48(N)"
"MESI","","Mentzelia sinuata","Loasaceae","Perennial","Forb/herb","L48(N)"
"MESP4","","Mentzelia speciosa","Loasaceae","Perennial","Forb/herb","L48(N)"
"MENYA","","Menyanthes","Menyanthaceae","","","L48(N)CAN(N)GL(N)SPM(N)"
"METR3","","Menyanthes trifoliata","Menyanthaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"MERTE","","Mertensia","Boraginaceae","","","L48(N)CAN(N)GL(N)SPM(N)"
"MEAL7","","Mertensia alpina","Boraginaceae","Perennial","Forb/herb","L48(N)"
"MEAR6","","Mertensia arizonica","Boraginaceae","Perennial","Forb/herb","L48(N)"
"MEBR","","Mertensia brevistyla","Boraginaceae","Perennial","Forb/herb","L48(N)"
"MECI3","","Mertensia ciliata","Boraginaceae","Perennial","Forb/herb","L48(N)"
"MECIC2","","Mertensia ciliata var. ciliata","Boraginaceae","Perennial","Forb/herb","L48(N)"
"MEFR2","","Mertensia franciscana","Boraginaceae","Perennial","Forb/herb","L48(N)"
"MEHU2","","Mertensia humilis","Boraginaceae","Perennial","Forb/herb","L48(N)"
"MELA3","","Mertensia lanceolata","Boraginaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"MELAB","","Mertensia lanceolata var. brachyloba","Boraginaceae","Perennial","Forb/herb","L48(N)"
"MELAC","","Mertensia lanceolata var. coriacea","Boraginaceae","Perennial","Forb/herb","L48(N)"
"MELAL2","","Mertensia lanceolata var. lanceolata","Boraginaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"MELAS2","","Mertensia lanceolata var. secundorum","Boraginaceae","Perennial","Forb/herb","L48(N)"
"MEOB","","Mertensia oblongifolia","Boraginaceae","Annual, Perennial","Forb/herb","L48(N)"
"MICRO6","","Microseris","Asteraceae","","","L48(N)CAN(N)"
"MINU","","Microseris nutans","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"MICRO22","","Microsteris","Polemoniaceae","","","L48(N)CAN(N)"
"MIGR","","Microsteris gracilis","Polemoniaceae","Annual","Forb/herb","L48(N)AK(I)CAN(N)"
"MIGRH","","Microsteris gracilis var. humilior","Polemoniaceae","Annual","Forb/herb","L48(N)CAN(N)"
"MIMOS","","Mimosa","Fabaceae","","","L48(I,N)"
"MIBO2","","Mimosa borealis","Fabaceae","Perennial","Shrub","L48(N)"
"MINU6","","Mimosa nuttallii","Fabaceae","Perennial","Forb/herb","L48(N)"
"MIRU5","","Mimosa rupertiana","Fabaceae","Perennial","Forb/herb","L48(N)"
"MIMUL","","Mimulus","Scrophulariaceae","","","L48(N)CAN(N)SPM(I)"
"MIBR5","","Mimulus breweri","Scrophulariaceae","Annual","Forb/herb","L48(N)CAN(N)"
"MIEA","","Mimulus eastwoodiae","Scrophulariaceae","Perennial","Forb/herb","L48(N)"
"MIFL2","","Mimulus floribundus","Scrophulariaceae","Annual","Forb/herb","L48(N)CAN(N)"
"MIGE","","Mimulus gemmiparus","Scrophulariaceae","Annual","Forb/herb","L48(N)"
"MIGL","","Mimulus glabratus","Scrophulariaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"MIGLG","","Mimulus glabratus var. glabratus","Scrophulariaceae","Perennial","Forb/herb","L48(N)"
"MIGLJ","","Mimulus glabratus var. jamesii","Scrophulariaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"MIGU","","Mimulus guttatus","Scrophulariaceae","Annual, Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"MILE2","","Mimulus lewisii","Scrophulariaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"MIMO3","","Mimulus moschatus","Scrophulariaceae","Perennial","Forb/herb","L48(N)CAN(N)SPM(I)"
"MIMOM2","","Mimulus moschatus var. moschatus","Scrophulariaceae","Perennial","Forb/herb","L48(N)CAN(N)SPM(I)"
"MINA","","Mimulus nanus","Scrophulariaceae","Annual","Forb/herb","L48(N)"
"MINAN2","","Mimulus nanus var. nanus","Scrophulariaceae","Annual","Forb/herb","L48(N)"
"MIRI","","Mimulus ringens","Scrophulariaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"MIRIR","","Mimulus ringens var. ringens","Scrophulariaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"MIRU","","Mimulus rubellus","Scrophulariaceae","Annual","Forb/herb","L48(N)"
"MISU2","","Mimulus suksdorfii","Scrophulariaceae","Annual","Forb/herb","L48(N)"
"MITI","","Mimulus tilingii","Scrophulariaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"MITIT","","Mimulus tilingii var. tilingii","Scrophulariaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"MINUA","","Minuartia","Caryophyllaceae","","","L48(N)CAN(N)GL(N)"
"MIEL2","","Minuartia elegans","Caryophyllaceae","Annual","Forb/herb","L48(N)AK(N)CAN(N)"
"MIMA3","","Minuartia macrantha","Caryophyllaceae","Perennial","Forb/herb","L48(N)"
"MINU4","","Minuartia nuttallii","Caryophyllaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"MINUN2","","Minuartia nuttallii ssp. nuttallii","Caryophyllaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"MIOB2","","Minuartia obtusiloba","Caryophyllaceae","Perennial","Subshrub, Forb/herb","L48(N)AK(N)CAN(N)"
"MIRU3","","Minuartia rubella","Caryophyllaceae","Annual, Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"MIST5","","Minuartia stricta","Caryophyllaceae","Annual","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"MIRAB","","Mirabilis","Nyctaginaceae","","","L48(I,N)CAN(N)"
"MIAL4","","Mirabilis albida","Nyctaginaceae","Perennial","Forb/herb, Subshrub","L48(N)CAN(N)"
"MIAL5","","Mirabilis alipes","Nyctaginaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"MICO15","","Mirabilis comata","Nyctaginaceae","Perennial","Forb/herb","L48(N)"
"MIDE5","","Mirabilis decipiens","Nyctaginaceae","Perennial","Forb/herb","L48(N)"
"MIGL3","","Mirabilis glabra","Nyctaginaceae","Perennial","Forb/herb","L48(N)"
"MIHI","","Mirabilis hirsuta","Nyctaginaceae","Perennial","Forb/herb","L48(N)"
"MILI3","","Mirabilis linearis","Nyctaginaceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"MIME8","","Mirabilis melanotricha","Nyctaginaceae","Perennial","Forb/herb","L48(N)"
"MIMU","","Mirabilis multiflora","Nyctaginaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"MIMUG","","Mirabilis multiflora var. glandulosa","Nyctaginaceae","Perennial","Forb/herb","L48(N)"
"MIMUM","","Mirabilis multiflora var. multiflora","Nyctaginaceae","Perennial","Forb/herb","L48(N)"
"MINY","","Mirabilis nyctaginea","Nyctaginaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"MIOX","","Mirabilis oxybaphoides","Nyctaginaceae","Perennial","Forb/herb","L48(N)"
"MIRO2","","Mirabilis rotundifolia","Nyctaginaceae","Perennial","Forb/herb","L48(N)"
"MISCA","","Miscanthus","Poaceae","","","L48(I)CAN(I)"
"MISI","","Miscanthus sinensis","Poaceae","Perennial","Graminoid","L48(I)CAN(I)"
"MITEL","","Mitella","Saxifragaceae","","","L48(N)CAN(N)SPM(N)"
"MIPE","","Mitella pentandra","Saxifragaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"MIST3","","Mitella stauropetala","Saxifragaceae","Perennial","Forb/herb","L48(N)"
"MISTS","","Mitella stauropetala var. stenopetala","Saxifragaceae","Perennial","Forb/herb","L48(N)"
"MOEHR","","Moehringia","Caryophyllaceae","","","L48(I,N)CAN(N)SPM(N)"
"MOLA6","","Moehringia lateriflora","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)"
"MOMA3","","Moehringia macrophylla","Caryophyllaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"MOLLU","","Mollugo","Molluginaceae","","","L48(I,N)CAN(I)"
"MOVE","","Mollugo verticillata","Molluginaceae","Annual","Forb/herb","L48(N)PR(N)VI(N)CAN(I)"
"MONAR","","Monarda","Lamiaceae","","","L48(N)CAN(N)"
"MOFI","","Monarda fistulosa","Lamiaceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"MOFIF","","Monarda fistulosa ssp. fistulosa","Lamiaceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"MOFIM2","","Monarda fistulosa ssp. fistulosa var. menthifolia","Lamiaceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"MOPE","","Monarda pectinata","Lamiaceae","Annual","Forb/herb","L48(N)"
"MONAR2","","Monardella","Lamiaceae","","","L48(N)CAN(N)"
"MOGL","","Monardella glauca","Lamiaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"MONES","","Moneses","Pyrolaceae","","","L48(N)CAN(N)SPM(N)"
"MOUN2","","Moneses uniflora","Pyrolaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)"
"MONOL","","Monolepis","Chenopodiaceae","","","L48(N)CAN(N)"
"MONU","","Monolepis nuttalliana","Chenopodiaceae","Annual","Forb/herb","L48(N)AK(N)CAN(N)"
"MOPU3","","Monolepis pusilla","Chenopodiaceae","Annual","Forb/herb","L48(N)"
"MONOT","","Monotropa","Monotropaceae","","","L48(N)CAN(N)SPM(N)"
"MOHY3","","Monotropa hypopitys","Monotropaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)"
"MONTI","","Montia","Portulacaceae","","","L48(N)CAN(N)GL(N)SPM(N)"
"MOCH","","Montia chamissoi","Portulacaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"MORUS","","Morus","Moraceae","","","L48(I,N)CAN(I,N)"
"MOAL","","Morus alba","Moraceae","Perennial","Tree, Shrub","L48(I)HI(I)CAN(I)"
"MUHLE","","Muhlenbergia","Poaceae","","","L48(N)CAN(N)SPM(N)"
"MUAN","","Muhlenbergia andina","Poaceae","Perennial","Graminoid","L48(N)CAN(N)"
"MUAR","","Muhlenbergia arenacea","Poaceae","Perennial","Graminoid","L48(N)"
"MUAR2","","Muhlenbergia arenicola","Poaceae","Perennial","Graminoid","L48(N)"
"MUAS","","Muhlenbergia asperifolia","Poaceae","Perennial","Graminoid","L48(N)CAN(N)"
"MUBR2","","Muhlenbergia brevis","Poaceae","Annual","Graminoid","L48(N)"
"MUCU3","","Muhlenbergia cuspidata","Poaceae","Perennial","Graminoid","L48(N)CAN(N)"
"MUDE","","Muhlenbergia depauperata","Poaceae","Annual","Graminoid","L48(N)"
"MUFI","","Muhlenbergia filiculmis","Poaceae","Perennial","Graminoid","L48(N)"
"MUFI2","","Muhlenbergia filiformis","Poaceae","Annual","Graminoid","L48(N)CAN(N)"
"MUGL3","","Muhlenbergia glomerata","Poaceae","Perennial","Graminoid","L48(N)CAN(N)SPM(N)"
"MUME2","","Muhlenbergia mexicana","Poaceae","Perennial","Graminoid","L48(N)HI(I)CAN(N)"
"MUMI2","","Muhlenbergia minutissima","Poaceae","Annual","Graminoid","L48(N)"
"MUMO","","Muhlenbergia montana","Poaceae","Perennial","Graminoid","L48(N)"
"MUPA2","","Muhlenbergia pauciflora","Poaceae","Perennial","Graminoid","L48(N)"
"MUPO2","","Muhlenbergia porteri","Poaceae","Perennial","Graminoid","L48(N)"
"MUPU2","","Muhlenbergia pungens","Poaceae","Perennial","Graminoid","L48(N)"
"MURA","","Muhlenbergia racemosa","Poaceae","Perennial","Graminoid","L48(N)CAN(N)"
"MURA4","","Muhlenbergia ramulosa","Poaceae","Annual","Graminoid","L48(N)"
"MURE","","Muhlenbergia repens","Poaceae","Perennial","Graminoid","L48(N)"
"MURI","","Muhlenbergia richardsonis","Poaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"MUSC","","Muhlenbergia schreberi","Poaceae","Perennial","Graminoid","L48(N)CAN(N)"
"MUTH","","Muhlenbergia thurberi","Poaceae","Perennial","Graminoid","L48(N)"
"MUTO2","","Muhlenbergia torreyi","Poaceae","Perennial","Graminoid","L48(N)"
"MUWR","","Muhlenbergia wrightii","Poaceae","Perennial","Graminoid","L48(N)"
"MUNRO3","","Munroa","Poaceae","","","L48(N)CAN(N)"
"MUSQ3","","Munroa squarrosa","Poaceae","Annual","Graminoid","L48(N)CAN(N)"
"MUSIN","","Musineon","Apiaceae","","","L48(N)CAN(N)"
"MUDI","","Musineon divaricatum","Apiaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"MUDID","","Musineon divaricatum var. divaricatum","Apiaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"MUDIH","","Musineon divaricatum var. hookeri","Apiaceae","Perennial","Forb/herb","L48(N)CAN(N)"
